,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
1,2.750849671429023e-05,4.4576998334378004e-05,5.783200322184712e-05,6.850200588814914e-05,8.019399683689699e-05,9.248849528376013e-05,0.0001045554963639006,0.0001429785043001175,0.0001293620007345453,0.00014082949928706512,0.00014984299923526123,0.00016562750533921644,0.0001788654990377836,0.00018648849800229073,0.00020587600010912865,0.00021581250621238723,0.000229124998440966,0.00024669000413268805,0.00025161049416055903,0.0002630735034472309,0.0002773614978650585,0.0002863000045181252,0.000297605998639483,0.0003102689952356741,0.00032286350324284285,0.0003338430033181794,0.0003451965094427578,0.00035789750108961016,0.0003701269961311482,0.00038889999996172264,0.0003898674913216382,0.00040698500379221514,0.0004233049985487014,0.0004263869996066205,0.00044835150038124993,0.0004592205004882999,0.0004730024957098067,0.00046562399802496657,0.0004977510034223087,0.0005090780032332987,0.0005156440020073205,0.0005247635053819977,0.0005403909890446812,0.0005463125053211115,0.0005583759921137244,0.0005726295057684183,0.000584865003474988,0.0005968870027572848,0.000611142000707332,0.0006230070066521876,0.0006355649966280907,0.0006410520072677173,0.000657125492580235,0.0006686769993393682,0.0006805899975006469,0.0006948980008019134,0.0007071970030665398,0.0007161339963204227,0.0007312460074899718,0.0007440975023200735
2,4.2450003093108535e-05,6.372750794980675e-05,8.160900324583054e-05,0.00010352199751650915,0.00012649350537685677,0.00014272000407800078,0.00017484799900557846,0.0001874129957286641,0.00020730999676743522,0.00022989400167716667,0.0002469615064910613,0.0002660870013642125,0.0002853344994946383,0.0003131314952042885,0.0003285429993411526,0.0003468310023890808,0.0003698209984577261,0.0003798870020546019,0.00039772599848220125,0.0004269279961590655,0.00044643850560532883,0.0004682025028159842,0.000491300001158379,0.0005238310113782063,0.0005318629991961643,0.0005515764933079481,0.0005692195045412518,0.0005913170025451109,0.0006132935013738461,0.0006310500029940158,0.0006517895017168485,0.0006694429976050742,0.000691041503159795,0.0007158940061344765,0.0007428015014738776,0.0007570099987788126,0.0007773405013722368,0.0007914170055300929,0.0008154815004672855,0.0008371849980903789,0.0008548920013708994,0.0008715224976185709,0.0008903229972929694,0.0009089404993574135,0.0009337434967164882,0.0009348860039608553,0.0009836695026024245,0.0009762889967532828,0.0010110510047525167,0.0010449980036355555,0.0010546854900894687,0.001073704996088054,0.0010764349935925566,0.0011134704982396215,0.0011312869974062778,0.0011621140001807362,0.001180332496005576,0.0012004085001535714,0.0012156159937148914,0.001249383007234428
3,4.8672496632207185e-05,7.902400102466345e-05,0.00010671049676602706,0.00013456799933919683,0.0001642265051486902,0.0002028505114139989,0.00023338299797615036,0.00025380850274814293,0.0002780705035547726,0.000307814494590275,0.00033390500175300986,0.0003633075029938482,0.00039116449624998495,0.0004206735029583797,0.0004501029980019666,0.0004758935028803535,0.000504889503645245,0.0005349370039766654,0.0005607314960798249,0.0005922064956394024,0.0006204079982126132,0.0006490830055554397,0.0006772124979761429,0.0007084190001478419,0.0008307165044243447,0.0007808520022081211,0.0007984370022313669,0.0008113210060400888,0.0008519100010744296,0.0008879279994289391,0.0009080774980247952,0.0009361449992866255,0.0009694800028228201,0.0010087129994644783,0.001026316502247937,0.0010467770043760538,0.001073323997843545,0.0011074780049966648,0.0011320780031383038,0.0011681484975269996,0.0011922850026166998,0.0012233580127940513,0.0012479780125431716,0.0012780500037479214,0.0013130459992680699,0.0013468315009959042,0.001368295997963287,0.0013838744926033542,0.0014181215010466985,0.0014341114947455935,0.0014629360011895187,0.0015114515044842847,0.001524570005130954,0.0015625469968654215,0.001576912502059713,0.001648056997510139,0.0016460609986097552,0.0016879419927136041,0.0016973795063677244,0.0017410145010217093
4,6.337600643746555e-05,0.00010111500159837306,0.0001397039959556423,0.00017721999756759033,0.000261436500295531,0.0002515560045139864,0.00028952099819434807,0.000337511497491505,0.0003744014975382015,0.0004141775061725639,0.00043993150029564276,0.000491980004881043,0.000530897501448635,0.0005669154925271869,0.0005828985085827298,0.0006339105020742863,0.0006716534990118816,0.0007046019964036532,0.0007402410046779551,0.0007760855078231543,0.0008118215046124533,0.0008434870032942854,0.0008781639990047552,0.0009337794981547631,0.0009535234930808656,0.0009965220087906346,0.001031273503031116,0.001071169004717376,0.0011278214951744303,0.0011577120021684095,0.0011844660039059818,0.0012251915031811222,0.0012481045050662942,0.0012853700027335435,0.001334861502982676,0.0013666489976458251,0.0013890240006730892,0.0014467290020547807,0.001522601000033319,0.0021034434976172633,0.0015701315060141496,0.0015822305067558773,0.00162044599710498,0.0016624470008537173,0.0016961079963948578,0.0017539714972372167,0.0017746869998518378,0.0018072745006065816,0.0018526049971114844,0.0018816009906004183,0.0019183384938514791,0.0019612055039033294,0.0020000069998786785,0.0020449514995561913,0.0020972045022062957,0.0021307685019564815,0.002165931000490673,0.0022188809962244704,0.0022222135012270883,0.002252372505608946
5,7.638050010427833e-05,0.00012093699479009956,0.00016600650269538164,0.00021304300025803968,0.0002613274991745129,0.0003116584994131699,0.00037046749639557675,0.0004126859930693172,0.000452363005024381,0.00048825900739757344,0.0005370159997255541,0.000570438991417177,0.0006398989935405552,0.0006832310027675703,0.0007327999919652939,0.0007579064986202866,0.000813143007690087,0.0008545620003133081,0.0009105170029215515,0.0009625914972275496,0.001005337995593436,0.0010345629925723188,0.0010748389977379702,0.0011182704984094016,0.0011643375037238002,0.0012060445005772635,0.0012542335025500506,0.0013025364896748215,0.001348951002000831,0.0013963865058030933,0.0014449369991780259,0.0015017855039332062,0.0015291469971998595,0.001591268002812285,0.0017120449992944486,0.0017117330062319525,0.001771795992681291,0.0017806899923016317,0.0018159560058848,0.0018903869931818917,0.001916494504257571,0.0019595199992181733,0.00197369149827864,0.0020321479969425127,0.0020839224962401204,0.002127260508132167,0.0021585805079666898,0.0022565690014744177,0.0022525385065819137,0.0023718135053059086,0.0023983384962775744,0.0024178610037779436,0.0024402690105489455,0.002525507501559332,0.0025455290015088394,0.002599457002361305,0.0026471040036994964,0.002717789997404907,0.00273244649724802,0.0027894634986296296
6,7.932800508569926e-05,0.0002568655036156997,0.0003641145085566677,0.000354141004208941,0.0003314834975753911,0.00035859500349033624,0.00039858750824350864,0.00045678250171476975,0.0005198544968152419,0.00057870850287145,0.0006171964923851192,0.0006883800015202723,0.0007244929947773926,0.0007851469999877736,0.0008350044954568148,0.0009036884948727675,0.0009512760007055476,0.0009903824975481257,0.0010485470047569834,0.001119685999583453,0.0011488075033412315,0.0012459175050025806,0.0012617225002031773,0.0013106980040902272,0.0013923070000601,0.001423437504854519,0.0014857370042591356,0.001530837507743854,0.001590059997397475,0.0016603404947090894,0.0016863595010363497,0.0017864964975160547,0.0018389080069027841,0.0018622945062816143,0.0019042034982703626,0.001986347997444682,0.0020575205053319223,0.002063340005406644,0.0021321160093066283,0.0021510714941541664,0.0022293749934760854,0.002372329996433109,0.002490806989953853,0.0025628364892327227,0.0026242339954478666,0.0025805520053836517,0.0026369755069026724,0.002660891506820917,0.002684230996237602,0.0026994465006282553,0.0028049880056641996,0.0028403295000316575,0.0030435290027526207,0.0031398655046359636,0.0032340050020138733,0.0033150584931718186,0.003421488501771819,0.0034995079913642257,0.003517722499964293,0.0034751099956338294
7,0.00010137599747395143,0.00016359400615328923,0.0002268089956487529,0.00030909899214748293,0.0003590560008888133,0.00043604999518720433,0.000485936994664371,0.0005551479989662766,0.0006125754953245632,0.0006776944937882945,0.0007432325000991113,0.0008020059976843186,0.0008662729960633442,0.0009343589990749024,0.0009825425076996908,0.001057399007549975,0.001112189500418026,0.0011869674999616109,0.001246209503733553,0.0013197039952501655,0.0013563939937739633,0.0014190524962032214,0.0014587550031137653,0.0015556809958070517,0.0016162134998012334,0.001669654498982709,0.0017331214985460974,0.0018024180026259273,0.0018354595013079233,0.0019412164911045693,0.0019928264955524355,0.002009406001889147,0.002130079003109131,0.002186469493608456,0.002235864507383667,0.002341434003028553,0.002384810497460421,0.002434283996990416,0.0025134339957730845,0.0025461010009166785,0.0025953580043278635,0.0026703740004450083,0.002680268000403885,0.002770591003354639,0.0028502924978965893,0.0029057004940113984,0.003018540002813097,0.0030224939982872456,0.003117058993666433,0.003123053495073691,0.003237890501623042,0.0033213810020242818,0.0033789170047384687,0.0034425574995111674,0.003519192003295757,0.003580912496545352,0.003631568994023837,0.0036492029976216145,0.0037683324990211986,0.0038531534955836833
8,0.00011026549327652901,0.00018181650375481695,0.00025506800011498854,0.0006620955027756281,0.0004113100003451109,0.00046696900244569406,0.0005405135016189888,0.0006069309965823777,0.0006919765000930056,0.000764046999393031,0.0008405199987464584,0.0009104589989874512,0.0009799899999052286,0.001048627498676069,0.0011312630012980662,0.001198086996737402,0.0012621935020433739,0.001323841504927259,0.0014081125118536875,0.0014762669961783104,0.0015488004937651567,0.0016260069969575852,0.0017102889905800112,0.0017465565033489838,0.0018273460009368137,0.0019139370051561855,0.0019875734942615964,0.0020417134946910664,0.002121017503668554,0.0021531974998652004,0.0022600800002692267,0.0023167744948295876,0.0024130454985424876,0.002479688002495095,0.0025662019979790784,0.002642567502334714,0.002680995501577854,0.002763627991953399,0.002795966502162628,0.0028828884969698265,0.0029486264975275844,0.0030593414994655177,0.003130102501017973,0.0031717935053166,0.0032935374983935617,0.00335147550504189,0.0034006109926849604,0.0034974015070474707,0.003527304499584716,0.0036393845002749003,0.0036866354930680245,0.0037636755005223677,0.0038657839977531694,0.003943410505598877,0.003999376509455033,0.004075942008057609,0.004149102998781018,0.004214006003167015,0.004292616999009624,0.004359006001322996
9,0.00012608950055437163,0.0003705475028255023,0.0005441709945444018,0.0004087519919266924,0.0004510314975050278,0.0005318684998201206,0.0005972395010758191,0.0006917530045029707,0.0007758530045975931,0.000841385503008496,0.0009157099993899465,0.0009915450063999742,0.0010763320024125278,0.0011654344998532906,0.0012349824974080548,0.0013152254978194833,0.0013975370020489208,0.00147090750397183,0.001549858003272675,0.001647516000957694,0.001717177998216357,0.001790124995750375,0.0018697619962040335,0.001954799998202361,0.0020230765076121315,0.002140832497389056,0.0021920845028944314,0.002281366992974654,0.002351753500988707,0.0024217834943556227,0.0025119245110545307,0.002593151497421786,0.0026708600053098053,0.002752143998804968,0.0028398569993441924,0.002916821002145298,0.0029958740051370114,0.0030273284937720746,0.0031447634974028915,0.0032092360052047297,0.0032853695010999218,0.003390435995243024,0.0034470030004740693,0.003543492501194123,0.0036135199989075772,0.0036891979980282485,0.003773511001782026,0.003907849997631274,0.003948602497985121,0.0040706450017751195,0.004117792006582022,0.0041635819943621755,0.004284988499421161,0.004345326000475325,0.0044275809996179305,0.004506966994085815,0.004583203000947833,0.00467143199784914,0.004742813995108008,0.004847595002502203
10,0.00016995349869830534,0.0004297685081837699,0.0005951494968030602,0.0004247070028213784,0.0004990859961253591,0.0006001375004416332,0.0006865960021968931,0.0007762254972476512,0.0008781585056567565,0.0009504830013611354,0.001028392005537171,0.001134686499426607,0.0012371720076771453,0.0013072369984001853,0.001367733500956092,0.0014627325072069652,0.0015806385054020211,0.0016607024954282679,0.0017366730025969446,0.0018261055010952987,0.0019057360041188076,0.002004641995881684,0.0021274910104693845,0.0021894719975534827,0.002331021001737099,0.0023673879986745305,0.002434217509289738,0.0025437884978600778,0.0026612344954628497,0.002711923501919955,0.002815180501784198,0.0028982514995732345,0.0029977199956192635,0.0030843810018268414,0.0031672830009483732,0.0032509349985048175,0.0033158474980155006,0.003445370493864175,0.003490939998300746,0.003634814500401262,0.003721961496921722,0.0038087749999249354,0.0038854174927109852,0.003967776996432804,0.004049297000165097,0.004150539498368744,0.004277422005543485,0.0043591954963631,0.004406898500747047,0.004524034004134592,0.004596072496497072,0.004761239004437812,0.004851016004977282,0.004931001509248745,0.005021929995564278,0.0050869940023403615,0.005135849503858481,0.005243365994829219,0.005312544497428462,0.0053616625009453855
